extracted,url,best_term,best_cosine,matched_terms
 payment terminals,https://www.pymnts.com/tag/payment-terminals/,Payment Gateway,0.67382395,Payment Card Skimmers; Payment Gateway
 correspondent banking,https://www.pymnts.com/tag/correspondent-banking/,Correspondent Banking,0.7724346,Correspondent Banking; Private Banking
fraud prevention 2022 pymnts intelligence understanding social engineering scams,https://www.pymnts.com/fraud-prevention/2022/pymnts-intelligence-understanding-social-engineering-scams/,Fraud Prevention,0.64639944,Fraud Prevention; Fraud Prevention Software
fraud prevention 2022 valley bank on preventing social engineering scams,https://www.pymnts.com/fraud-prevention/2022/valley-bank-on-preventing-social-engineering-scams/,Fraud Prevention,0.6753425,Fraud Prevention
series mobile wallet adoption,https://www.pymnts.com/series/mobile-wallet-adoption/,Digital Wallets,0.6026155,Digital Wallets
fraud prevention 2022 study half of retailers turned away new customers over concerns about fraud,https://www.pymnts.com/fraud-prevention/2022/study-half-of-retailers-turned-away-new-customers-over-concerns-about-fraud/,Fraud Prevention,0.6037066,Fraud Prevention
fraud prevention 2022 the data point 54 pct b2b retailers turn away legit customers due to fraud fears,https://www.pymnts.com/fraud-prevention/2022/the-data-point-54-pct-b2b-retailers-turn-away-legit-customers-due-to-fraud-fears/,E-commerce Fraud,0.6008745,E-commerce Fraud
fraud prevention 2022 pymnts intelligence protecting against promotion abuse and other forms of first party fraud,https://www.pymnts.com/fraud-prevention/2022/pymnts-intelligence-protecting-against-promotion-abuse-and-other-forms-of-first-party-fraud/,Fraud Prevention,0.6978474,Fraud Prevention; Fraud Prevention Software
fraud prevention 2022 ujji fighting first party fraud coupon abuse,https://www.pymnts.com/fraud-prevention/2022/ujji-fighting-first-party-fraud-coupon-abuse/,Fraud Prevention,0.6133263,Fraud Prevention
ml 2022 anti fraud and anti money laundering two sides of the same coin,https://www.pymnts.com/aml/2022/anti-fraud-and-anti-money-laundering-two-sides-of-the-same-coin/,AML (Anti-Money Laundering),0.64639837,AML (Anti-Money Laundering)
 invoice payment,https://www.pymnts.com/tag/invoice-payment/,Payment Verification,0.61477697,Payment Screening; Payment Verification
internet of things 2022 auto industrial uses driving growth in iot market,https://www.pymnts.com/internet-of-things/2022/auto-industrial-uses-driving-growth-in-iot-market/,Internet Of Things (IOT),0.6069982,Internet Of Things (IOT)
cryptocurrency 2022 regulatory rumblings force companies to rethink their ransomware policies,https://www.pymnts.com/cryptocurrency/2022/regulatory-rumblings-force-companies-to-rethink-their-ransomware-policies/,Ransomware,0.6062591,Ransomware
category news emv,https://www.pymnts.com/category/news/emv/,EMV,0.6130731,EMV
fraud prevention 2022 prove steps up fight against authorized push payment fraud in uk,https://www.pymnts.com/fraud-prevention/2022/prove-steps-up-fight-against-authorized-push-payment-fraud-in-uk/,Fraud Prevention,0.6111232,Fraud Prevention
uthentication 2022 consumers warming to biometrics still worry about fraud,https://www.pymnts.com/authentication/2022/consumers-warming-to-biometrics-still-worry-about-fraud/,Biometric Authentication,0.61371136,Biometric Authentication
fraud prevention 2022 pymnts intelligence fighting check and payment platform fraud,https://www.pymnts.com/fraud-prevention/2022/pymnts-intelligence-fighting-check-and-payment-platform-fraud/,Fraud Prevention,0.66825414,Fraud Prevention; Fraud Prevention Software
fraud prevention 2022 first tech federal credit union on preventing ach and check fraud,https://www.pymnts.com/fraud-prevention/2022/first-tech-federal-credit-union-on-preventing-ach-and-check-fraud/,Fraud Prevention,0.654892,Fraud Prevention
fraud prevention 2022 new tech helps merchants banks beat back rising tide of friendly fraud,https://www.pymnts.com/fraud-prevention/2022/new-tech-helps-merchants-banks-beat-back-rising-tide-of-friendly-fraud/,Fraud Prevention,0.64743835,Fintech Fraud; Fraud Prevention; Fraud Prevention Software
fraud prevention 2022 banks battle vs the fraudsters may be won in the cloud,https://www.pymnts.com/fraud-prevention/2022/banks-battle-vs-the-fraudsters-may-be-won-in-the-cloud/,Fraud Prevention,0.60830575,Fraud Prevention
fraud prevention 2022 mission lane on preventing financial fraud in a connected age,https://www.pymnts.com/fraud-prevention/2022/mission-lane-on-preventing-financial-fraud-in-a-connected-age/,Fraud Prevention,0.6508892,Fraud Prevention
news ecommerce 2022 pymnts intelligence how ecommerce marketplaces can leverage digital identity protocols to prevent fraud,https://www.pymnts.com/news/ecommerce/2022/pymnts-intelligence-how-ecommerce-marketplaces-can-leverage-digital-identity-protocols-to-prevent-fraud/,Digital Identity,0.6039297,Digital Identity
fraud prevention 2022 framl payments guide fis need to update their crime fighting tactics,https://www.pymnts.com/fraud-prevention/2022/framl-payments-guide-fis-need-to-update-their-crime-fighting-tactics/,Fraud Prevention,0.6520089,Fraud Prevention
uthentication 2022 why data scientists say behavioral analytics is a security stack must have,https://www.pymnts.com/authentication/2022/why-data-scientists-say-behavioral-analytics-is-a-security-stack-must-have/,Behavioral Analytics,0.6152314,Behavioral Analytics
digital identity 2022 mastercard microsoft debut next generation id tech safer online shopping,https://www.pymnts.com/digital-identity/2022/mastercard-microsoft-debut-next-generation-id-tech-safer-online-shopping/,Digital Identity,0.62101245,Digital Identity
uthentication 2022 bonifii and entersekt offer biometric context aware authentication for credit unions,https://www.pymnts.com/authentication/2022/bonifii-and-entersekt-offer-biometric-context-aware-authentication-for-credit-unions/,Biometric Authentication,0.62372,Biometric Authentication
series benchmarking the worlds digital transformation,https://www.pymnts.com/series/benchmarking-the-worlds-digital-transformation/,Digital Transformation,0.6056872,Digital Transformation
digital transformation benchmark download,https://www.pymnts.com/digital-transformation-benchmark-download/,Digital Transformation,0.72653985,Digital Transformation
fraud prevention 2022 surecomp debuts duplicate financing fraud prevention,https://www.pymnts.com/fraud-prevention/2022/surecomp-debuts-duplicate-financing-fraud-prevention/,Fraud Prevention,0.66029626,Fraud Prevention; Fraud Prevention Software
news banking 2022 self directed investing embedded finance may be key areas banks battle fintechs,https://www.pymnts.com/news/banking/2022/self-directed-investing-embedded-finance-may-be-key-areas-banks-battle-fintechs/,Fintech,0.61016524,Fintech
 treasury secretary,https://www.pymnts.com/tag/treasury-secretary/,U.Streasury,0.64941686,U.Streasury
cybersecurity 2022 eu to boost cybersecurity rules as risk of cyberattacks looms,https://www.pymnts.com/cybersecurity/2022/eu-to-boost-cybersecurity-rules-as-risk-of-cyberattacks-looms/,Cybersecurity,0.6123344,Cybersecurity
digital identity 2022 tools like digital id oracles bring kyc controls defi,https://www.pymnts.com/digital-identity/2022/tools-like-digital-id-oracles-bring-kyc-controls-defi/,Digital Identity,0.6454143,Digital Identity
mobile wallets 2022 cpi card group debuts mobile wallet tool,https://www.pymnts.com/mobile-wallets/2022/cpi-card-group-debuts-mobile-wallet-tool/,Digital Wallets,0.6003554,Digital Wallets
series jumio digital identity,https://www.pymnts.com/series/jumio-digital-identity/,Digital Identity,0.61173266,Digital Identity
fraud prevention 2022 fincen joins multi national task force on russian related finance sanctions,https://www.pymnts.com/fraud-prevention/2022/fincen-joins-multi-national-task-force-on-russian-related-finance-sanctions/,Financial Crimes Enforcement Network (FINCEN),0.61496776,Financial Crimes Enforcement Network (FINCEN)
insurance 2022 cyber insurance sees price hikes ahead as cyberwar compounds fraud wave,https://www.pymnts.com/insurance/2022/cyber-insurance-sees-price-hikes-ahead-as-cyberwar-compounds-fraud-wave/,Cybersecurity Insurance,0.61177516,Cybersecurity Insurance
fintech news,https://www.pymnts.com/fintech-news/,Fintech,0.8422825,Fintech; Fintech Fraud
fraud prevention 2022 aci worldwide launches fraud scoring for financial institutions,https://www.pymnts.com/fraud-prevention/2022/aci-worldwide-launches-fraud-scoring-for-financial-institutions/,Fraud Score,0.62022287,Fraud Score
legal 2022 us treasury dept warns of possible evasions of russian sanctions,https://www.pymnts.com/legal/2022/us-treasury-dept-warns-of-possible-evasions-of-russian-sanctions/,Sanctions Evasion,0.60946393,Sanctions Evasion
uthentication 2022 payment card verification remains leader among anti fraud measures,https://www.pymnts.com/authentication/2022/payment-card-verification-remains-leader-among-anti-fraud-measures/,Credit Card Fraud Detection,0.60370314,Credit Card Fraud Detection
 disbursements tracker,https://www.pymnts.com/tag/disbursements-tracker/,Unauthorized Disbursements,0.6480904,Unauthorized Disbursements
identity theft 2022 synthetic identity fraud costs businesses billions each year data shows,https://www.pymnts.com/identity-theft/2022/synthetic-identity-fraud-costs-businesses-billions-each-year-data-shows/,Identity Fraud,0.62974006,Identity Fraud; Identity Theft
fraud prevention 2022 fca warns public on consumer investments fraud,https://www.pymnts.com/fraud-prevention/2022/fca-warns-public-on-consumer-investments-fraud/,Investment Fraud,0.63013214,Investment Fraud
news cross border commerce 2022 integrating cross border payments ecommerce solutions smooths path to international sales,https://www.pymnts.com/news/cross-border-commerce/2022/integrating-cross-border-payments-ecommerce-solutions-smooths-path-to-international-sales/,Cross-Border Transactions,0.60133976,Cross-Border Transactions
uthentication 2022 could passwords give way to biometric authentication,https://www.pymnts.com/authentication/2022/could-passwords-give-way-to-biometric-authentication/,Biometric Authentication,0.65226,Biometric Authentication
fraud prevention 2022 71 pct of businesses to add transaction alerts id verification to anti fraud strategies,https://www.pymnts.com/fraud-prevention/2022/71-pct-of-businesses-to-add-transaction-alerts-id-verification-to-anti-fraud-strategies/,Fraud Prevention,0.6120925,Fraud Prevention
fraud prevention 2022 one size fits all solutions fail to keep pace with rising payments fraud,https://www.pymnts.com/fraud-prevention/2022/one-size-fits-all-solutions-fail-to-keep-pace-with-rising-payments-fraud/,Fraud Prevention,0.63096076,Fraud Prevention; Fraud Prevention Software
uthentication 2022 wave on using behavioral analytics to unmask synthetic identity fraud,https://www.pymnts.com/authentication/2022/wave-on-using-behavioral-analytics-to-unmask-synthetic-identity-fraud/,Synthetic Identity Creation,0.61302495,Synthetic Identity Creation
series consumer authentication experiences report,https://www.pymnts.com/series/consumer-authentication-experiences-report/,Consumer Authentication,0.6761026,Consumer Authentication
fraud attack 2022 digital fraud tracker explaining third and first party fraud,https://www.pymnts.com/fraud-attack/2022/digital-fraud-tracker-explaining-third-and-first-party-fraud/,3rd Party Fraud,0.63860095,3rd Party Fraud
cybersecurity 2022 ransomware reaches beyond money with more sinister goals,https://www.pymnts.com/cybersecurity/2022/ransomware-reaches-beyond-money-with-more-sinister-goals/,Ransomware,0.62998474,Ransomware
 customers bank,https://www.pymnts.com/tag/customers-bank/,Shell Bank,0.677667,Shell Bank
fraud prevention 2022 pymnts intelligence the problems of first and third party fraud in the digital ecosystem,https://www.pymnts.com/fraud-prevention/2022/pymnts-intelligence-the-problems-of-first-and-third-party-fraud-in-the-digital-ecosystem/,Fraud Prevention,0.6052682,Fraud Prevention
fraud prevention 2022 tsys on fraud fighting fintech trends in 2022 and beyond,https://www.pymnts.com/fraud-prevention/2022/tsys-on-fraud-fighting-fintech-trends-in-2022-and-beyond/,Fintech Fraud,0.60958946,Fintech Fraud
series tackling the chargeback surge report,https://www.pymnts.com/series/tackling-the-chargeback-surge-report/,Chargeback Fraud,0.61956567,Chargeback; Chargeback Fraud
identity 2022 merging physical data with digital identity offers more realistic view of consumers businesses,https://www.pymnts.com/identity/2022/merging-physical-data-with-digital-identity-offers-more-realistic-view-of-consumers-businesses/,Digital Identity,0.6521875,Digital Identity
events real time identity at scale what it means for the user experience,https://www.pymnts.com/events/real-time-identity-at-scale-what-it-means-for-the-user-experience/,Digital Identity,0.6016356,Digital Identity
 trackers,https://www.pymnts.com/tag/trackers/,Monitoring,0.6330528,Monitoring
 ewallets,https://www.pymnts.com/tag/ewallets/,Digital Wallets,0.60958827,Digital Wallets
news cross border commerce cross border payments 2022 analytics erp key to managing bank master data simplifying x border transactions,https://www.pymnts.com/news/cross-border-commerce/cross-border-payments/2022/analytics-erp-key-to-managing-bank-master-data-simplifying-x-border-transactions/,Cross-Border Transactions,0.61722374,Cross-Border Transactions
 cross border retail payments tracker,https://www.pymnts.com/tag/cross-border-retail-payments-tracker/,Cross-Border Transactions,0.6280293,Cross-Border Transactions
identity 2022 government issued digital ids lay foundation online offline trust,https://www.pymnts.com/identity/2022/government-issued-digital-ids-lay-foundation-online-offline-trust/,Digital Identity,0.6543924,Digital Identity
series fintech risk management playbook,https://www.pymnts.com/series/fintech-risk-management-playbook/,Fintech,0.60038805,Fintech
internet of things 2022 chinas xiaomi champions new global common standards for iot security,https://www.pymnts.com/internet-of-things/2022/chinas-xiaomi-champions-new-global-common-standards-for-iot-security/,Internet Of Things (IOT) Security,0.6093499,Internet Of Things (IOT) Security
news ecommerce 2022 how behavioral analytics leads to satisfied shoppers,https://www.pymnts.com/news/ecommerce/2022/how-behavioral-analytics-leads-to-satisfied-shoppers/,Behavioral Analytics,0.6139866,Behavioral Analytics
fraud prevention 2022 deep dive why preventing fraud in buy now pay later transactions requires real time solutions,https://www.pymnts.com/fraud-prevention/2022/deep-dive-why-preventing-fraud-in-buy-now-pay-later-transactions-requires-real-time-solutions/,Fraud Prevention,0.60750306,Fraud Prevention
 online commerce,https://www.pymnts.com/tag/online-commerce/,E-commerce Fraud,0.6576536,E-commerce Fraud
series cross border retail payments,https://www.pymnts.com/series/cross-border-retail-payments/,Cross-Border Transactions,0.7202445,Cross Border; Cross-Border Transactions
 cyber security,https://www.pymnts.com/tag/cyber-security/,Cybersecurity,0.81250644,Cloud Computing Security; Cloud Security; Cyber Ecosystem; Cyber Warfare; Cyberattack; Cybercrime; Cybersecurity; Cybersecurity Insurance; Network-Based Cybersecurity; Network Security
cybersecurity,https://www.pymnts.com/cybersecurity/,Cybersecurity,0.91306686,Cloud Security; Cyber Warfare; Cyberattack; Cybercrime; Cybersecurity; Cybersecurity Insurance; Network-Based Cybersecurity
uthentication 2022 how companies can manage consumers privacy concerns in the age of digital identity solutions,https://www.pymnts.com/authentication/2022/how-companies-can-manage-consumers-privacy-concerns-in-the-age-of-digital-identity-solutions/,Digital Identity,0.6523499,Digital Identity
fraud prevention 2022 fighting fraudulent transactions by the numbers,https://www.pymnts.com/fraud-prevention/2022/fighting-fraudulent-transactions-by-the-numbers/,Fraud Prevention,0.7008196,Fraud Detection; Fraud Monitoring; Fraud Prevention; Fraud Prevention Software; Fraud Statistics
news cross border commerce cross border payments 2022 consumers smbs gaining comfort with cross border payments,https://www.pymnts.com/news/cross-border-commerce/cross-border-payments/2022/consumers-smbs-gaining-comfort-with-cross-border-payments/,Cross-Border Transactions,0.60218275,Cross-Border Transactions
cryptocurrency,https://www.pymnts.com/cryptocurrency/,Cryptocurrency,0.9338212,Cryptocurrency; Virtual Currency
news cross border commerce cross border payments 2022 payments orchestration smooths cross border ecommerce transitions,https://www.pymnts.com/news/cross-border-commerce/cross-border-payments/2022/payments-orchestration-smooths-cross-border-ecommerce-transitions/,Cross-Border Transactions,0.6209918,Cross-Border Transactions
internet of things 2022 iot platforms aim to speed connected economys evolution,https://www.pymnts.com/internet-of-things/2022/iot-platforms-aim-to-speed-connected-economys-evolution/,Internet Of Things (IOT),0.6079519,Internet Of Things (IOT)
news biometrics 2022 securing personal identity with digital id connected to user biometrics,https://www.pymnts.com/news/biometrics/2022/securing-personal-identity-with-digital-id-connected-to-user-biometrics/,Biometrics,0.6219699,Biometrics
 chase bank,https://www.pymnts.com/tag/chase-bank/,Shell Bank,0.7165621,Shell Bank
news cross border commerce cross border payments 2022 ebay on mobile cross border transactions popularity and complexity,https://www.pymnts.com/news/cross-border-commerce/cross-border-payments/2022/ebay-on-mobile-cross-border-transactions-popularity-and-complexity/,Cross-Border Transactions,0.6145955,Cross-Border Transactions
uthentication 2021 measuring and improving customer satisfaction through behavioral analytics,https://www.pymnts.com/authentication/2021/measuring-and-improving-customer-satisfaction-through-behavioral-analytics/,Behavioral Analytics,0.61035687,Behavioral Analytics
 unionbank,https://www.pymnts.com/tag/unionbank/,Shell Bank,0.6248831,Shell Bank
news cross border commerce cross border payments 2021 deep dive how localizing cross border payment experiences helps merchants attract international customers,https://www.pymnts.com/news/cross-border-commerce/cross-border-payments/2021/deep-dive-how-localizing-cross-border-payment-experiences-helps-merchants-attract-international-customers/,Cross-Border Transactions,0.6158437,Cross-Border Transactions
partnerships 2021 bnext adopts loginid fido certified biometric authentication,https://www.pymnts.com/partnerships/2021/bnext-adopts-loginid-fido-certified-biometric-authentication/,Fast Identity Online (FIDO),0.6063531,Fast Identity Online (FIDO)
series aml kyc,https://www.pymnts.com/series/aml-kyc/,KYC (Know Your Customer),0.64854443,Aml Compliance; Know Your Customer (KYC); KYC (Know Your Customer)
series digital identity report,https://www.pymnts.com/series/digital-identity-report/,Digital Identity,0.6474237,Digital Identity
uthentication 2021 consumer trust online fraud development government supported digital identities,https://www.pymnts.com/authentication/2021/consumer-trust-online-fraud-development-government-supported-digital-identities/,Digital Identity,0.6769933,Digital Identity
news cross border commerce cross border payments 2021 consumers bring domestic ecommerce demands to growing cross border transactions,https://www.pymnts.com/news/cross-border-commerce/cross-border-payments/2021/consumers-bring-domestic-ecommerce-demands-to-growing-cross-border-transactions/,Cross-Border Transactions,0.64146346,Cross-Border Transactions
series cross border payments report,https://www.pymnts.com/series/cross-border-payments-report/,Cross-Border Transactions,0.6761361,Cross Border; Cross-Border Transactions
news cross border commerce 2021 top international ecommerce merchants support 24 currencies cross border transactions,https://www.pymnts.com/news/cross-border-commerce/2021/top-international-ecommerce-merchants-support-24-currencies-cross-border-transactions/,Cross-Border Transactions,0.60115373,Cross-Border Transactions
digital identity 2021 deep dive how digital identity solutions can enable age restricted vending machines to satisfy verification requirements,https://www.pymnts.com/digital-identity/2021/deep-dive-how-digital-identity-solutions-can-enable-age-restricted-vending-machines-to-satisfy-verification-requirements/,Digital Identity,0.61288375,Digital Identity
fraud prevention 2021 deep dive organizations can use behavioral analytics reduce false positives cyberattacks,https://www.pymnts.com/fraud-prevention/2021/deep-dive-organizations-can-use-behavioral-analytics-reduce-false-positives-cyberattacks/,Fraud Prevention,0.60568345,Fraud Prevention
news biometrics 2021 why always on authentication is the future of online security,https://www.pymnts.com/news/biometrics/2021/why-always-on-authentication-is-the-future-of-online-security/,Biometric Authentication,0.6014045,Biometric Authentication
news security and risk 2021 supply chain shortages fuel fraudsters with fake storefronts to trick holiday shoppers,https://www.pymnts.com/news/security-and-risk/2021/supply-chain-shortages-fuel-fraudsters-with-fake-storefronts-to-trick-holiday-shoppers/,E-commerce Fraud,0.62742925,E-commerce Fraud
series cross border merchants report,https://www.pymnts.com/series/cross-border-merchants-report/,Cross-Border Transactions,0.64053136,Cross Border; Cross-Border Transactions
fraud prevention 2021 deep dive how merchants can optimize revenues and security while protecting customers data privacy,https://www.pymnts.com/fraud-prevention/2021/deep-dive-how-merchants-can-optimize-revenues-and-security-while-protecting-customers-data-privacy/,Fraud Prevention,0.61404574,Fraud Prevention
fraud prevention 2021 petal reducing fraud mitigating onboarding friction behavioral analytics,https://www.pymnts.com/fraud-prevention/2021/petal-reducing-fraud-mitigating-onboarding-friction-behavioral-analytics/,Fraud Prevention,0.6652753,Fraud Prevention; Fraud Prevention Software
series paypal digital fraud,https://www.pymnts.com/series/paypal-digital-fraud/,Paypal Fraud,0.83567137,E-commerce Fraud; Payment Fraud; PayPal; Paypal Fraud
news cross border commerce cross border payments 2021 tradeshift connects chinese cross border transactions to global partners,https://www.pymnts.com/news/cross-border-commerce/cross-border-payments/2021/tradeshift-connects-chinese-cross-border-transactions-to-global-partners/,Cross-Border Transactions,0.63381726,Cross-Border Transactions
series cross border commerce,https://www.pymnts.com/series/cross-border-commerce/,Cross Border,0.7154632,Cross Border; Cross-Border Transactions
fraud prevention 2021 deep dive innovative digital identity verification food delivery services safe cybercriminals,https://www.pymnts.com/fraud-prevention/2021/deep-dive-innovative-digital-identity-verification-food-delivery-services-safe-cybercriminals/,Fraud Prevention,0.6151434,Fraud Prevention
series beyond ecommerce fraud report,https://www.pymnts.com/series/beyond-ecommerce-fraud-report/,E-commerce Fraud,0.71645886,E-commerce Fraud
fraud prevention 2021 dumpling on fighting fraud with personalized service,https://www.pymnts.com/fraud-prevention/2021/dumpling-on-fighting-fraud-with-personalized-service/,Fraud Prevention,0.64158463,Fraud Prevention
fraud prevention 2021 deep dive organizations fight back against phishing,https://www.pymnts.com/fraud-prevention/2021/deep-dive-organizations-fight-back-against-phishing/,Fraud Prevention,0.64202344,Fraud Prevention
fraud prevention 2021 how employee training and automated defenses can protect companies against phishing,https://www.pymnts.com/fraud-prevention/2021/how-employee-training-and-automated-defenses-can-protect-companies-against-phishing/,Fraud Prevention,0.6039721,Fraud Prevention
 reimbursements,https://www.pymnts.com/tag/reimbursements/,False Expense Reimbursements,0.61553204,False Expense Reimbursements
digital identity 2021 equifax debuts digital identity services boost trust onboarding,https://www.pymnts.com/digital-identity/2021/equifax-debuts-digital-identity-services-boost-trust-onboarding/,Digital Identity,0.6546794,Digital Identity
insurtech,https://www.pymnts.com/insurtech/,Fintech,0.6468659,Fintech
banking,https://www.pymnts.com/banking/,Private Banking,0.6221204,Private Banking
digital identity 2021 digital drivers licenses herald new age mobile id choice,https://www.pymnts.com/digital-identity/2021/digital-drivers-licenses-herald-new-age-mobile-id-choice/,Digital Identity,0.65165526,Digital Identity
events cyberwar and the connected economy at the crossroads of policy and payments,https://www.pymnts.com/events/cyberwar-and-the-connected-economy-at-the-crossroads-of-policy-and-payments/,Cyber Ecosystem,0.615265,Cyber Ecosystem
 challenger bank,https://www.pymnts.com/tag/challenger-bank/,Shell Bank,0.7152872,Shell Bank
events behold the passwordless promised land betting on biometrics for superconnected sign on,https://www.pymnts.com/events/behold-the-passwordless-promised-land-betting-on-biometrics-for-superconnected-sign-on/,Biometric Authentication,0.6156206,Biometric Authentication
 smb banking,https://www.pymnts.com/tag/smb-banking/,Shell Bank,0.68173766,Shell Bank
fraud prevention 2021 deep dive artificial intelligencen machine learning powered analysis improve fraud detection investigation,https://www.pymnts.com/fraud-prevention/2021/deep-dive-artificial-intelligencen-machine-learning-powered-analysis-improve-fraud-detection-investigation/,Fraud Detection,0.6560348,Fraud Detection; Fraud Detection Software; Fraud Prevention; Fraud Prevention Software
fraud prevention 2021 synchrony artificial intelligence machine learning help banks combat fraud deliver frictionless customer experiences,https://www.pymnts.com/fraud-prevention/2021/synchrony-artificial-intelligence-machine-learning-help-banks-combat-fraud-deliver-frictionless-customer-experiences/,Fraud Prevention,0.61102915,Fraud Prevention; Fraud Prevention Software
fraud prevention 2021 fi adoption of fraud detection tech has tripled since 2018,https://www.pymnts.com/fraud-prevention/2021/fi-adoption-of-fraud-detection-tech-has-tripled-since-2018/,Fraud Prevention,0.6386184,Fraud Detection; Fraud Detection Software; Fraud Prevention; Fraud Prevention Software
 preventing financial crimes playbook,https://www.pymnts.com/tag/preventing-financial-crimes-playbook/,Financial Crime,0.6079553,Financial Crime
uthentication 2021 securionpay on tapping automation to meet psd2s sca mandate,https://www.pymnts.com/authentication/2021/securionpay-on-tapping-automation-to-meet-psd2s-sca-mandate/,SCA (Strong Customer Authentication),0.62112284,SCA (Strong Customer Authentication)
uthentication 2021 deep dive remote work fueling multifactor authentication adoption,https://www.pymnts.com/authentication/2021/deep-dive-remote-work-fueling-multifactor-authentication-adoption/,Multi-Factor Authentication,0.69854397,Multi-Factor Authentication
fraud prevention 2021 deep dive merchants reduce risk false positives artificial intelligence machine learning,https://www.pymnts.com/fraud-prevention/2021/deep-dive-merchants-reduce-risk-false-positives-artificial-intelligence-machine-learning/,Fraud Prevention,0.6307346,Fraud Prevention; Fraud Prevention Software
digital identity 2021 consent based social security number verification helps reduce synthetic identities,https://www.pymnts.com/digital-identity/2021/consent-based-social-security-number-verification-helps-reduce-synthetic-identities/,Digital Identity,0.6532055,Digital Identity; Synthetic Identity Creation
fraud prevention 2021 modcloth catching fraudsters without entangling legitimate customers,https://www.pymnts.com/fraud-prevention/2021/modcloth-catching-fraudsters-without-entangling-legitimate-customers/,Fraud Prevention,0.66162413,Fraud Prevention
card,https://www.pymnts.com/card/,Cardholder,0.65073174,Cardholder; Smart Card
 false positives,https://www.pymnts.com/tag/false-positives/,False Positive,0.7621869,False Negative; False Positive
safety and security 2021 payments data security compliance problem solution,https://www.pymnts.com/safety-and-security/2021/payments-data-security-compliance-problem-solution/,Payment Application Data Security Standard,0.6021196,Payment Application Data Security Standard
news digital banking 2021 today in digital banking finicity automates loan software,https://www.pymnts.com/news/digital-banking/2021/today-in-digital-banking-finicity-automates-loan-software/,Fintech,0.6212715,Fintech
 predictive analytics,https://www.pymnts.com/tag/predictive-analytics/,Behavioral Analytics,0.68078244,Behavioral Analytics
news ecommerce 2021 data brief two thirds of consumers have zero tolerance for ecommerce fraud,https://www.pymnts.com/news/ecommerce/2021/data-brief-two-thirds-of-consumers-have-zero-tolerance-for-ecommerce-fraud/,E-commerce Fraud,0.60346824,E-commerce Fraud
 bank fintech collaboration,https://www.pymnts.com/tag/bank-fintech-collaboration/,Fintech,0.6766925,Fintech; Fintech Fraud
uthentication 2021 biometric behavioral analytics,https://www.pymnts.com/authentication/2021/biometric-behavioral-analytics/,Biometric Authentication,0.7086839,Biometric Authentication; Biometrics
digital identity 2021 friction 101 user verification efforts should match the level of online instruction,https://www.pymnts.com/digital-identity/2021/friction-101-user-verification-efforts-should-match-the-level-of-online-instruction/,Digital Identity,0.616441,Digital Identity
 b2b fintech,https://www.pymnts.com/tag/b2b-fintech/,Fintech,0.62425214,Fintech
digital identity 2021 new data auto dealers banks alt lenders are leaning into digital id innovation,https://www.pymnts.com/digital-identity/2021/new-data-auto-dealers-banks-alt-lenders-are-leaning-into-digital-id-innovation/,Digital Identity,0.6071398,Digital Identity
 commercial card,https://www.pymnts.com/tag/commercial-card/,Cardholder,0.65455127,Cardholder; Credit Cards; Smart Card
fraud prevention 2021 fbi ai mfa cybercrime defense,https://www.pymnts.com/fraud-prevention/2021/fbi-ai-mfa-cybercrime-defense/,Fraud Prevention,0.62003833,Fraud Prevention
 future of identity report,https://www.pymnts.com/tag/future-of-identity-report/,Digital Identity,0.6048291,Digital Identity
identity 2021 deep dive social media rethink digital identity maintain users trust,https://www.pymnts.com/identity/2021/deep-dive-social-media-rethink-digital-identity-maintain-users-trust/,Digital Identity,0.70908964,Digital Identity
uthentication 2021 in the age of social media influencers need digital ids and verified credentials,https://www.pymnts.com/authentication/2021/in-the-age-of-social-media-influencers-need-digital-ids-and-verified-credentials/,Digital Identity,0.64618725,Digital Identity
digital identity 2021 to move into the mainstream defi needs to double down on digital ids,https://www.pymnts.com/digital-identity/2021/to-move-into-the-mainstream-defi-needs-to-double-down-on-digital-ids/,Digital Identity,0.6665774,Digital Identity
identity 2021 twitter social media must evolve digital identity verification user trust,https://www.pymnts.com/identity/2021/twitter-social-media-must-evolve-digital-identity-verification-user-trust/,Digital Identity,0.6550784,Digital Identity
identity 2021 twitters social commerce ambitions highlight need for better id verification biometrics,https://www.pymnts.com/identity/2021/twitters-social-commerce-ambitions-highlight-need-for-better-id-verification-biometrics/,Digital Identity,0.6100724,Digital Identity
uthentication 2021 how identity has become linchpin of digital economy,https://www.pymnts.com/authentication/2021/how-identity-has-become-linchpin-of-digital-economy/,Digital Identity,0.66627896,Digital Identity
identity 2021 get ready for micro identities the biggest little thing in id protection,https://www.pymnts.com/identity/2021/get-ready-for-micro-identities-the-biggest-little-thing-in-id-protection/,Digital Identity,0.6353475,Digital Identity
news security and risk 2021 insurers tighten coverage for cyberattacks,https://www.pymnts.com/news/security-and-risk/2021/insurers-tighten-coverage-for-cyberattacks/,Cybersecurity Insurance,0.671513,Cybersecurity Insurance
 integrated payments,https://www.pymnts.com/tag/integrated-payments/,Payment Screening,0.6397619,Payment Gateway; Payment Screening; Payment Verification
identity 2021 artificial intelligence digital identity verification secure telehealth age,https://www.pymnts.com/identity/2021/artificial-intelligence-digital-identity-verification-secure-telehealth-age/,Digital Identity,0.64816135,Digital Identity
